latitude,longitude,track_id,time
-10.94468481,-37.06230469,2,9/13/14 13:40
-10.94527759,-37.06251654,2,9/13/14 13:40
-10.94594673,-37.06281271,2,9/13/14 13:41
-10.94671859,-37.06308869,2,9/13/14 13:41
-10.94730157,-37.06335312,2,9/13/14 13:41
-10.94778644,-37.06381369,2,9/13/14 13:41
-10.94844587,-37.06445785,2,9/13/14 13:41
-10.94904832,-37.06500803,2,9/13/14 13:41
-10.94979403,-37.06571115,2,9/13/14 13:41
-10.9504376,-37.06632879,2,9/13/14 13:41
-10.95101859,-37.06687168,2,9/13/14 13:41
-10.95164801,-37.06724984,2,9/13/14 13:41
-10.95194617,-37.06738994,2,9/13/14 13:41
-10.95245685,-37.06766077,2,9/13/14 13:42
-10.95311692,-37.06801289,2,9/13/14 13:42
-10.95373597,-37.06834647,2,9/13/14 13:42
-10.95425643,-37.06861906,2,9/13/14 13:42
-10.95456037,-37.06876904,2,9/13/14 13:42
-10.9551056,-37.06906634,2,9/13/14 13:42
-10.95571837,-37.06937444,2,9/13/14 13:42
-10.95645998,-37.06951516,2,9/13/14 13:42
-10.95722549,-37.06945968,2,9/13/14 13:42
-10.9582645,-37.06937347,2,9/13/14 13:42
-10.959267,-37.06930038,2,9/13/14 13:42
-10.96033403,-37.06924749,2,9/13/14 13:43
-10.9616459,-37.069179,2,9/13/14 13:43
-10.96270941,-37.06910438,2,9/13/14 13:43
-10.96397319,-37.06903497,2,9/13/14 13:43
-10.96497853,-37.06897429,2,9/13/14 13:43
-10.9656844,-37.06850669,2,9/13/14 13:43
-10.96592044,-37.06768898,2,9/13/14 13:43
-10.96610809,-37.06688631,2,9/13/14 13:43
-10.96630181,-37.06600845,2,9/13/14 13:43
-10.96646721,-37.06534033,2,9/13/14 13:43
-10.96698213,-37.06499147,2,9/13/14 13:43
-10.96764198,-37.06528425,2,9/13/14 13:44
-10.96814327,-37.06557494,2,9/13/14 13:44
-10.9687186,-37.06599832,2,9/13/14 13:44
-10.96927369,-37.0664603,2,9/13/14 13:44
-10.96945204,-37.06660118,2,9/13/14 13:44
-10.96959754,-37.06671691,2,9/13/14 13:44
-10.96985275,-37.0669367,2,9/13/14 13:44
-10.97016947,-37.0671957,2,9/13/14 13:44
-10.97041451,-37.06739896,2,9/13/14 13:44
-10.97048234,-37.06735379,2,9/13/14 13:44
-10.97032484,-37.06715337,2,9/13/14 13:44
-10.97020309,-37.06704726,2,9/13/14 13:45
-10.97024076,-37.066873,2,9/13/14 13:45
-10.97046391,-37.0665994,2,9/13/14 13:45
-10.97074272,-37.06632107,2,9/13/14 13:45
-10.97105451,-37.06647656,2,9/13/14 13:45
-10.97140669,-37.06677885,2,9/13/14 13:45
-10.97186827,-37.06717748,2,9/13/14 13:45
-10.97201951,-37.06732553,2,9/13/14 13:45
-10.97215358,-37.06744312,2,9/13/14 13:45
-10.9723854,-37.06761853,2,9/13/14 13:45
-10.97258704,-37.06777718,2,9/13/14 13:45
-10.97286671,-37.067999,2,9/13/14 13:46
-10.97318196,-37.06824471,2,9/13/14 13:46
-10.97329008,-37.06835596,2,9/13/14 13:46
-10.97331396,-37.0683913,2,9/13/14 13:46
-10.97331396,-37.0683913,2,9/13/14 13:46
-10.97340625,-37.06848176,2,9/13/14 13:46
-10.97355518,-37.06857843,2,9/13/14 13:46
-10.97388026,-37.06881238,2,9/13/14 13:46
-10.97409123,-37.06894244,2,9/13/14 13:46
-10.97418474,-37.06886148,2,9/13/14 13:46
-10.97428593,-37.0687222,2,9/13/14 13:46
-10.97436295,-37.06863122,2,9/13/14 13:47
-10.97442223,-37.06855982,2,9/13/14 13:47
-10.97447997,-37.06848969,2,9/13/14 13:47
-10.97454607,-37.06841423,2,9/13/14 13:47
-10.97467334,-37.06824215,2,9/13/14 13:47
-10.97479694,-37.06806764,2,9/13/14 13:47
-10.97487819,-37.06798559,2,9/13/14 13:47
-10.97494334,-37.06790972,2,9/13/14 13:47
-10.97494334,-37.06790972,2,9/13/14 13:47
-10.97496155,-37.06788944,2,9/13/14 13:47
-10.97496155,-37.06788944,2,9/13/14 13:47
-10.97496155,-37.06788944,2,9/13/14 13:48
-10.97496155,-37.06788944,2,9/13/14 13:48
-10.90316197,-37.04829366,3,9/17/14 05:09
-10.90350528,-37.04826179,3,9/17/14 05:09
-10.9044166,-37.048209,3,9/17/14 05:09
-10.90566667,-37.04826027,3,9/17/14 05:09
-10.90665436,-37.04823489,3,9/17/14 05:10
-10.90688271,-37.04826517,3,9/17/14 05:10
-10.90698404,-37.04826304,3,9/17/14 05:10
-10.90744522,-37.04817327,3,9/17/14 05:10
-10.90775002,-37.04812751,3,9/17/14 05:10
-10.90814574,-37.04811577,3,9/17/14 05:10
-10.90856335,-37.04811518,3,9/17/14 05:11
-10.90880862,-37.04837897,3,9/17/14 05:11
-10.90884032,-37.04909024,3,9/17/14 05:11
-10.90888622,-37.04957044,3,9/17/14 05:11
-10.90888783,-37.04970444,3,9/17/14 05:11
-10.90889749,-37.04971122,3,9/17/14 05:12
-10.90889728,-37.04971129,3,9/17/14 05:12
-10.90889585,-37.04971152,3,9/17/14 05:12
-10.90889388,-37.04971141,3,9/17/14 05:12
-10.90889255,-37.04971138,3,9/17/14 05:12
-10.90889197,-37.04971162,3,9/17/14 05:12
-10.90888499,-37.04983142,3,9/17/14 05:13
-10.90887499,-37.05050216,3,9/17/14 05:13
-10.90889296,-37.05237154,4,9/17/14 05:09
-10.90904785,-37.05260632,4,9/17/14 05:09
-10.90973536,-37.05266121,4,9/17/14 05:09
-10.91010518,-37.05261827,4,9/17/14 05:09
-10.91000414,-37.05256681,4,9/17/14 05:10
-10.91048646,-37.05260013,4,9/17/14 05:10
-10.91135943,-37.05269498,4,9/17/14 05:10
-10.91229152,-37.05277322,4,9/17/14 05:10
-10.91342033,-37.05270886,4,9/17/14 05:10
-10.91431659,-37.05278532,4,9/17/14 05:10
-10.91506897,-37.05266128,4,9/17/14 05:11
-10.91544909,-37.05242861,4,9/17/14 05:11
-10.91593664,-37.05267365,4,9/17/14 05:11
-10.91667623,-37.05265982,4,9/17/14 05:11
-10.91748816,-37.05281022,4,9/17/14 05:11
-10.91801454,-37.05269153,4,9/17/14 05:12
-10.91787201,-37.05279041,4,9/17/14 05:12
-10.91785134,-37.05282591,4,9/17/14 05:12
-10.91792023,-37.052902,4,9/17/14 05:12
-10.91837675,-37.05296211,4,9/17/14 05:12
-10.91850017,-37.0533763,4,9/17/14 05:12
-10.91849212,-37.05358395,4,9/17/14 05:13
-10.91849799,-37.05357595,4,9/17/14 05:13
-10.9184368,-37.05413224,4,9/17/14 05:17
-10.91850316,-37.05443409,4,9/17/14 05:17
-10.91850858,-37.05446375,4,9/17/14 05:17
-10.9185052,-37.05446315,4,9/17/14 05:17
-10.91839066,-37.05517003,4,9/17/14 05:17
-10.91841456,-37.05612296,4,9/17/14 05:18
-10.9185024,-37.05687158,4,9/17/14 05:18
-10.9181955,-37.05773603,4,9/17/14 05:18
-10.91861413,-37.05873733,4,9/17/14 05:18
-10.91855651,-37.05895014,4,9/17/14 05:18
-10.91835643,-37.05889317,4,9/17/14 05:19
-10.91854341,-37.05965251,4,9/17/14 05:19
-10.91848843,-37.06081932,4,9/17/14 05:19
-10.91843979,-37.06219825,4,9/17/14 05:19
-10.91841746,-37.06266105,4,9/17/14 05:19
-10.91837862,-37.06279615,4,9/17/14 05:19
-10.91831496,-37.06300964,4,9/17/14 05:20
-10.9183473,-37.06299321,4,9/17/14 05:20
-10.91837899,-37.06298774,4,9/17/14 05:20
-10.91837791,-37.06298758,4,9/17/14 05:20
-10.918378,-37.06298698,4,9/17/14 05:20
-10.91837822,-37.06298652,4,9/17/14 05:21
-10.91841453,-37.06321011,4,9/17/14 05:21
-10.91847828,-37.06394916,4,9/17/14 05:21
-10.91861829,-37.06397188,4,9/17/14 05:21
-10.91861297,-37.06398652,4,9/17/14 05:21
-10.91861178,-37.06398627,4,9/17/14 05:21
-10.91861355,-37.06398464,4,9/17/14 05:22
-10.91861037,-37.06398528,4,9/17/14 05:22
-10.91861033,-37.06398535,4,9/17/14 05:22
-10.91861101,-37.06398616,4,9/17/14 05:23
-10.91861229,-37.06398567,4,9/17/14 05:23
-10.91861452,-37.06398519,4,9/17/14 05:23
-10.91852107,-37.06433786,4,9/17/14 05:23
-10.91854463,-37.06535452,4,9/17/14 05:24
-10.91862404,-37.06630359,4,9/17/14 05:24
-10.91879595,-37.06735107,4,9/17/14 05:24
-10.91863274,-37.06821768,4,9/17/14 05:24
-10.91867692,-37.06827064,4,9/17/14 05:24
-10.91864985,-37.06846654,4,9/17/14 05:25
-10.91861474,-37.06844821,4,9/17/14 05:25
-10.91861158,-37.06845233,4,9/17/14 05:25
-10.91861335,-37.06844958,4,9/17/14 05:25
-10.91863853,-37.06863415,4,9/17/14 05:25
-10.91866434,-37.06936379,4,9/17/14 05:25
-10.91857642,-37.06997517,4,9/17/14 05:26
-10.91855849,-37.07080263,4,9/17/14 05:26
-10.91839213,-37.07178178,4,9/17/14 05:26
-10.91835998,-37.07254682,4,9/17/14 05:26
-10.91817896,-37.07257863,4,9/17/14 05:26
-10.91805938,-37.07302097,4,9/17/14 05:26
-10.91824085,-37.07327488,4,9/17/14 05:27
-10.91825536,-37.07351718,4,9/17/14 05:27
-10.9182579,-37.07365122,4,9/17/14 05:27
-10.91824237,-37.07365167,4,9/17/14 05:27
-10.91824648,-37.07364797,4,9/17/14 05:27
-10.9182473,-37.07364716,4,9/17/14 05:28
-10.91824587,-37.07364717,4,9/17/14 05:28
-10.9182463,-37.07364646,4,9/17/14 05:28
-10.91824667,-37.07364626,4,9/17/14 05:28
-10.91824711,-37.07364598,4,9/17/14 05:28
-10.91829794,-37.07417675,4,9/17/14 05:28
-10.91832389,-37.07471123,4,9/17/14 05:29
-10.91834816,-37.07553953,4,9/17/14 05:29
-10.91838258,-37.07596903,4,9/17/14 05:29
-10.91830836,-37.076009,4,9/17/14 05:29
-10.91831556,-37.07602092,4,9/17/14 05:29
-10.91835704,-37.07625065,4,9/17/14 05:29
-10.91840705,-37.07718778,4,9/17/14 05:30
-10.91836099,-37.07770235,4,9/17/14 05:30
-10.91843053,-37.07811014,4,9/17/14 05:30
-10.91859487,-37.07820678,4,9/17/14 05:30
-10.91832849,-37.07835976,4,9/17/14 05:30
-10.91841839,-37.07871173,4,9/17/14 05:30
-10.91858561,-37.07912875,4,9/17/14 05:31
-10.91853693,-37.08029196,4,9/17/14 05:31
-10.91847022,-37.08132272,4,9/17/14 05:31
-10.91864122,-37.08232053,4,9/17/14 05:31
-10.91878421,-37.08390708,4,9/17/14 05:31
-10.91902161,-37.08549171,4,9/17/14 05:31
-10.91957646,-37.08678353,4,9/17/14 05:32
-10.91990603,-37.08762652,4,9/17/14 05:32
-10.92011327,-37.08811781,4,9/17/14 05:32
-10.92026249,-37.08852046,4,9/17/14 05:32
-10.92027593,-37.08896067,4,9/17/14 05:32
-10.92028812,-37.08971096,4,9/17/14 05:33
-10.92086275,-37.09022295,4,9/17/14 05:33
-10.92119806,-37.09125864,4,9/17/14 05:33
-10.92158668,-37.09245244,4,9/17/14 05:33
-10.9219998,-37.09341251,4,9/17/14 05:33
-10.92227813,-37.09389165,4,9/17/14 05:33
-10.92251669,-37.09491899,4,9/17/14 05:34
-10.9227356,-37.09633969,4,9/17/14 05:34
-10.92225014,-37.09771002,4,9/17/14 05:34
-10.92184819,-37.09906076,4,9/17/14 05:34
-10.92144139,-37.09987985,4,9/17/14 05:34
-10.92144481,-37.09995651,4,9/17/14 05:34
-10.92130557,-37.10039003,4,9/17/14 05:35
-10.92115916,-37.1016734,4,9/17/14 05:35
-10.92137987,-37.10308411,4,9/17/14 05:35
-10.92125626,-37.10455606,4,9/17/14 05:35
-10.92161594,-37.10520467,4,9/17/14 05:35
-10.92292039,-37.10514096,4,9/17/14 05:36
-10.92374638,-37.10509667,4,9/17/14 05:36
-10.92379817,-37.10503713,4,9/17/14 05:36
-10.92420939,-37.10468552,4,9/17/14 05:36
-10.94377719,-37.05234421,8,9/26/14 15:26
-10.94380113,-37.05243689,8,9/26/14 15:26
-10.94380113,-37.05243689,8,9/26/14 15:27
-10.94380113,-37.05243689,8,9/26/14 15:27
-10.94389747,-37.05271933,8,9/26/14 15:27
-10.94391401,-37.05278014,8,9/26/14 15:27
-10.94391055,-37.05279582,8,9/26/14 15:27
-10.94391002,-37.0527751,8,9/26/14 15:27
-10.94390568,-37.05276475,8,9/26/14 15:27
-10.94389148,-37.05275402,8,9/26/14 15:27
-10.94388506,-37.05272863,8,9/26/14 15:27
-10.94388625,-37.05272224,8,9/26/14 15:27
-10.94389289,-37.05274005,8,9/26/14 15:27
-10.94393527,-37.05259164,8,9/26/14 15:28
-10.944011,-37.05225572,8,9/26/14 15:28
-10.94414457,-37.05185149,8,9/26/14 15:28
-10.94431172,-37.0514325,8,9/26/14 15:28
-10.94491093,-37.05115329,8,9/26/14 15:28
-10.94562236,-37.05113834,8,9/26/14 15:28
-10.94639802,-37.05111179,8,9/26/14 15:28
-10.93485197,-37.11437566,10,9/27/14 08:58
-10.93492009,-37.1143571,10,9/27/14 08:58
-10.93490567,-37.11436008,10,9/27/14 08:58
-10.9045158,-37.0607683,11,9/28/14 17:19
-10.9048774,-37.0609022,11,9/28/14 17:19
-10.9069758,-37.0617381,11,9/28/14 17:20
-10.9074139,-37.0617585,11,9/28/14 17:20
-10.90991479,-37.06368091,11,9/28/14 17:20
-10.91037043,-37.0638204,11,9/28/14 17:20
-10.91039719,-37.06384897,11,9/28/14 17:20
-10.91038495,-37.06386146,11,9/28/14 17:21
-10.9104572,-37.0636817,11,9/28/14 17:21
-10.91038424,-37.06386212,11,9/28/14 17:21
-10.91038458,-37.06386257,11,9/28/14 17:21
-10.91038564,-37.06386298,11,9/28/14 17:21
-10.91038319,-37.06385827,11,9/28/14 17:21
-10.91037654,-37.06385919,11,9/28/14 17:21
-10.91037567,-37.06385283,11,9/28/14 17:21
-10.91037424,-37.06384896,11,9/28/14 17:21
-10.91037301,-37.06384548,11,9/28/14 17:21
-10.91037321,-37.06384589,11,9/28/14 17:21
-10.91037311,-37.06384677,11,9/28/14 17:22
-10.910262,-37.0636226,11,9/28/14 17:22
-10.9105103,-37.06415119,11,9/28/14 17:22
-10.91037788,-37.06479622,11,9/28/14 17:22
-10.91038532,-37.06537071,11,9/28/14 17:22
-10.9104725,-37.0649185,11,9/28/14 17:22
-10.9104264,-37.06620457,11,9/28/14 17:22
-10.91040452,-37.06645781,11,9/28/14 17:22
-10.91038959,-37.06645684,11,9/28/14 17:22
-10.91043627,-37.06645663,11,9/28/14 17:22
-10.91044507,-37.06629409,11,9/28/14 17:22
-10.91042012,-37.06624318,11,9/28/14 17:23
-10.91038071,-37.06631469,11,9/28/14 17:23
-10.91039497,-37.06640927,11,9/28/14 17:23
-10.91041107,-37.06643778,11,9/28/14 17:23
-10.91040914,-37.06642076,11,9/28/14 17:23
-10.91039895,-37.06646988,11,9/28/14 17:23
-10.91039716,-37.06647979,11,9/28/14 17:23
-10.91041009,-37.06653662,11,9/28/14 17:23
-10.91043595,-37.06646358,11,9/28/14 17:23
-10.91044148,-37.06646283,11,9/28/14 17:23
-10.91043338,-37.06648619,11,9/28/14 17:23
-10.91033576,-37.06699685,11,9/28/14 17:24
-10.91027397,-37.06750909,11,9/28/14 17:24
-10.91024523,-37.06806038,11,9/28/14 17:24
-10.91004311,-37.06880422,11,9/28/14 17:24
-10.9099356,-37.06941915,11,9/28/14 17:24
-10.90989355,-37.07009898,11,9/28/14 17:24
-10.90984273,-37.07062161,11,9/28/14 17:24
-10.90976656,-37.07119258,11,9/28/14 17:24
-10.9104811,-37.0679174,11,9/28/14 17:24
-10.90969177,-37.07241256,11,9/28/14 17:24
-10.90949516,-37.07304451,11,9/28/14 17:24
-10.90940338,-37.07327577,11,9/28/14 17:25
-10.90916893,-37.0732941,11,9/28/14 17:25
-10.90881333,-37.07322475,11,9/28/14 17:25
-10.90846584,-37.07312168,11,9/28/14 17:25
-10.90801207,-37.07306176,11,9/28/14 17:25
-10.90772421,-37.07302481,11,9/28/14 17:25
-10.90769975,-37.07298464,11,9/28/14 17:25
-10.90769193,-37.07305305,11,9/28/14 17:25
-10.90777704,-37.07306954,11,9/28/14 17:25
-10.90784553,-37.07307409,11,9/28/14 17:25
-10.90775859,-37.07305427,11,9/28/14 17:25
-10.90781961,-37.07305956,11,9/28/14 17:26
-10.90786137,-37.07306668,11,9/28/14 17:26
-10.90786423,-37.07306418,11,9/28/14 17:26
-10.90786553,-37.07306422,11,9/28/14 17:26
-10.90786645,-37.07306475,11,9/28/14 17:26
-10.90786514,-37.07306513,11,9/28/14 17:26
-10.90786477,-37.07306509,11,9/28/14 17:26
-10.90786444,-37.0730652,11,9/28/14 17:26
-10.90786443,-37.07306534,11,9/28/14 17:26
-10.90786447,-37.07306531,11,9/28/14 17:26
-10.90786452,-37.07306529,11,9/28/14 17:27
-10.90786453,-37.07306525,11,9/28/14 17:27
-10.9078645,-37.07306523,11,9/28/14 17:27
-10.90786454,-37.07306523,11,9/28/14 17:27
-10.90786441,-37.07306516,11,9/28/14 17:27
-10.90786371,-37.07306541,11,9/28/14 17:27
-10.90781191,-37.07316389,11,9/28/14 17:27
-10.90763736,-37.07323866,11,9/28/14 17:27
-10.90766834,-37.0731602,11,9/28/14 17:27
-10.90766496,-37.07315978,11,9/28/14 17:27
-10.90767031,-37.07315811,11,9/28/14 17:27
-10.90767351,-37.07315911,11,9/28/14 17:27
-10.90768151,-37.07315784,11,9/28/14 17:28
-10.90768692,-37.0731559,11,9/28/14 17:28
-10.90768705,-37.07315616,11,9/28/14 17:28
-10.90768508,-37.073159,11,9/28/14 17:28
-10.9076254,-37.0730556,11,9/28/14 17:28
-10.9077563,-37.0732638,11,9/28/14 17:28
-10.9077563,-37.0732638,11,9/28/14 17:29
-10.9077563,-37.0732638,11,9/28/14 17:29
-10.9077563,-37.0732638,11,9/28/14 17:29
-10.9077563,-37.0732638,11,9/28/14 17:30
-10.9077559,-37.0732637,11,9/28/14 17:30
-10.9077559,-37.0732637,11,9/28/14 17:30
-10.9077559,-37.0732637,11,9/28/14 17:31
-10.9077548,-37.0732621,11,9/28/14 17:31
-10.9077548,-37.0732621,11,9/28/14 17:31
-10.90767455,-37.07316693,11,9/28/14 17:32
-10.90767319,-37.07317485,11,9/28/14 17:32
-10.9076707,-37.07318221,11,9/28/14 17:32
-10.90766922,-37.07318769,11,9/28/14 17:32
-10.90766889,-37.0731913,11,9/28/14 17:32
-10.90766849,-37.07319195,11,9/28/14 17:32
-10.90766085,-37.07319762,11,9/28/14 17:32
-10.90774715,-37.07319651,11,9/28/14 17:32
-10.9077167,-37.0732121,11,9/28/14 17:32
-10.90542032,-37.04819449,12,9/30/14 10:07
-10.90688266,-37.04819138,12,9/30/14 10:07
-10.90782693,-37.04809851,12,9/30/14 10:07
-10.90809637,-37.04810122,12,9/30/14 10:08
-10.90809532,-37.0481028,12,9/30/14 10:08
-10.90809546,-37.04810238,12,9/30/14 10:08
-10.9081052,-37.04810505,12,9/30/14 10:08
-10.90821053,-37.04810109,12,9/30/14 10:08
-10.90873292,-37.04809098,12,9/30/14 10:08
-10.90881375,-37.04875819,12,9/30/14 10:09
-10.90879913,-37.04899125,12,9/30/14 10:09
-10.90881853,-37.04935399,12,9/30/14 10:09
-10.9088382,-37.05021562,12,9/30/14 10:09
-10.90885085,-37.0512062,12,9/30/14 10:09
-10.90885896,-37.05223934,13,9/30/14 10:16
-10.90887542,-37.05237009,13,9/30/14 10:16
-10.90888581,-37.05236599,13,9/30/14 10:16
-10.9088792,-37.05236119,13,9/30/14 10:16
-10.908879,-37.0523613,13,9/30/14 10:17
-10.90887897,-37.05236133,13,9/30/14 10:17
-10.90887908,-37.05236184,13,9/30/14 10:17
-10.90887925,-37.05236193,13,9/30/14 10:17
-10.90887916,-37.05236232,13,9/30/14 10:17
-10.90888031,-37.05238124,13,9/30/14 10:17
-10.90901423,-37.05261118,13,9/30/14 10:18
-10.90985044,-37.05264657,13,9/30/14 10:18
-10.9107936,-37.05260385,13,9/30/14 10:18
-10.91128793,-37.05269182,13,9/30/14 10:18
-10.91130952,-37.05271182,13,9/30/14 10:18
-10.91131643,-37.05271003,13,9/30/14 10:18
-10.91131638,-37.05270946,13,9/30/14 10:19
-10.91131644,-37.05270941,13,9/30/14 10:19
-10.91143227,-37.05271666,13,9/30/14 10:19
-10.91178154,-37.05270394,13,9/30/14 10:19
-10.91236017,-37.05273264,13,9/30/14 10:19
-10.91239461,-37.05271299,13,9/30/14 10:20
-10.91241785,-37.05269624,13,9/30/14 10:20
-10.91241363,-37.0526976,13,9/30/14 10:20
-10.91241079,-37.05269947,13,9/30/14 10:20
-10.91287302,-37.05276819,13,9/30/14 10:20
-10.91292392,-37.05277988,13,9/30/14 10:20
-10.91327659,-37.05276669,13,9/30/14 10:21
-10.91415117,-37.05275218,13,9/30/14 10:21
-10.91495188,-37.05273417,13,9/30/14 10:21
-10.91496974,-37.05215649,13,9/30/14 10:21
-10.9149677,-37.05136187,13,9/30/14 10:21
-10.91497338,-37.05058764,13,9/30/14 10:21
-10.91496995,-37.05030794,13,9/30/14 10:22
-10.91496585,-37.04945366,13,9/30/14 10:22
-10.91495289,-37.04837212,13,9/30/14 10:22
-10.91492666,-37.04793266,13,9/30/14 10:22
